district,date,total_demand,growth_rate
Damoh,2025-10-31,374,2.8958333333333335
Raigad,2025-05-31,284,2.8904109589041096
Dhenkanal,2025-08-31,276,2.887323943661972
Chandrapur,2025-04-30,1739,2.8816964285714284
Udhampur,2025-12-31,163,2.880952380952381
Tirap,2025-02-28,31,2.875
Sri Muktsar Sahib,2025-04-30,93,2.875
Lakhimpur,2025-10-31,306,2.8734177215189876
Nagpur,2025-10-31,1657,2.871495327102804
Warangal Urban,2025-12-31,147,2.8684210526315788
North Twenty Four Parganas,2025-08-31,348,2.8666666666666667
Dakshin Dinajpur,2025-12-31,1789,2.863930885529158
Bikaner,2025-12-31,440,2.8596491228070176
Kohima,2025-09-30,27,2.857142857142857
Mancherial,2025-08-31,351,2.857142857142857
Ukhrul,2025-03-31,735,2.8481675392670156
South Salmara Mankachar,2025-05-31,123,2.84375
Shivamogga,2025-08-31,176,2.8260869565217392
Fatehpur,2025-10-31,1048,2.8248175182481754
Puruliya,2025-08-31,1765,2.8203463203463204
Hailakandi,2025-08-31,202,2.811320754716981
Botad,2025-12-31,57,2.8
Ahmed Nagar,2025-02-28,38,2.8
Fatehpur,2025-04-30,931,2.8
Agra,2025-08-31,1546,2.7985257985257985
Shrawasti,2025-06-30,501,2.7954545454545454
Pulwama,2025-04-30,110,2.793103448275862
Yavatmal,2025-10-31,3178,2.79236276849642
Bhadradri Kothagudem,2025-08-31,341,2.7888888888888888
Wardha,2025-12-31,564,2.785234899328859
Hooghly,2025-06-30,2429,2.783489096573209
West Delhi,2025-12-31,790,2.7799043062200957
Nizamabad,2025-04-30,665,2.778409090909091
Majuli,2025-11-30,34,2.7777777777777777
Charaideo,2025-03-31,200,2.7735849056603774
Sirohi,2025-12-31,211,2.767857142857143
Lalitpur,2025-12-31,805,2.7616822429906542
Mahasamund,2025-06-30,425,2.7610619469026547
Shajapur,2025-12-31,184,2.7551020408163267
Ukhrul,2025-02-28,191,2.7450980392156863
Bid,2025-04-30,168,2.7333333333333334
Koppal,2025-08-31,220,2.7288135593220337
Dhamtari,2025-08-31,257,2.7246376811594204
Shivpuri,2025-10-31,309,2.7228915662650603
Ballia,2025-08-31,986,2.720754716981132
Malkangiri,2025-10-31,93,2.72
Tonk,2025-12-31,491,2.7196969696969697
Jalna,2025-06-30,639,2.7151162790697674
Dadra and Nagar Haveli,2025-10-31,52,2.7142857142857144
Ayodhya,2025-08-31,104,2.7142857142857144
Serchhip,2025-04-30,26,2.7142857142857144
Gadchiroli,2025-10-31,438,2.711864406779661
Shajapur,2025-06-30,345,2.7096774193548385
Siddharthnagar,2025-06-30,1083,2.708904109589041
Jalaun,2025-10-31,759,2.702439024390244
Kamrup,2025-08-31,677,2.699453551912568
Karimganj,2025-08-31,562,2.6973684210526314
Deoria,2025-12-31,1550,2.681710213776722
Nabarangapur,2025-06-30,467,2.677165354330709
Bara Banki,2025-08-31,1013,2.670289855072464
Lakhimpur,2025-08-31,506,2.6666666666666665
Narayanpur,2025-12-31,55,2.6666666666666665
West Sikkim,2025-08-31,22,2.6666666666666665
Sangareddy,2025-08-31,366,2.66
Pali,2025-08-31,395,2.6574074074074074
Kheri,2025-06-30,2245,2.6563517915309447
Etawah,2025-04-30,574,2.656050955414013
Satara,2025-03-31,1345,2.654891304347826
Tikamgarh,2025-10-31,499,2.6423357664233578
Hojai,2025-06-30,324,2.640449438202247
Punch,2025-11-30,182,2.64
Kawardha,2025-08-31,251,2.63768115942029
Bargarh,2025-06-30,236,2.6307692307692307
Dahod,2025-12-31,283,2.628205128205128
Muktsar,2025-10-31,29,2.625
Tikamgarh,2025-06-30,279,2.6233766233766236
Faridkot,2025-10-31,76,2.619047619047619
Paschim Medinipur,2025-10-31,3596,2.6177062374245472
Y. S. R,2025-08-31,170,2.617021276595745
Vidisha,2025-10-31,318,2.6136363636363638
Shamli,2025-04-30,545,2.609271523178808
Kodarma,2025-08-31,18,2.6
Sri Muktsar Sahib,2025-08-31,144,2.6
Jalore,2025-07-31,18,2.6
Ghaziabad,2025-12-31,2705,2.5970744680851063
Malda,2025-06-30,1538,2.5934579439252334
Shimla,2025-11-30,165,2.5869565217391304
Hisar,2025-08-31,294,2.5853658536585367
Nizamabad,2025-06-30,698,2.5794871794871796
Pune,2025-10-31,4439,2.574074074074074
Tirunelveli,2025-04-30,1290,2.5734072022160666
Pratapgarh,2025-12-31,1908,2.5730337078651684
East Sikkim,2025-12-31,25,2.5714285714285716
Sakti,2025-10-31,175,2.5714285714285716
South West Garo Hills,2025-10-31,50,2.5714285714285716
Nagaon,2025-08-31,1246,2.5702005730659025
Hingoli,2025-10-31,1205,2.56508875739645
Virudhunagar,2025-04-30,880,2.562753036437247
Gurdaspur,2025-12-31,602,2.562130177514793
Rohtak,2025-12-31,146,2.5609756097560976
Junagadh,2025-08-31,388,2.5596330275229358
Jabalpur,2025-06-30,459,2.558139534883721
East Midnapore,2025-12-31,505,2.556338028169014
Barpeta,2025-08-31,793,2.5560538116591927
East,2025-04-30,64,2.5555555555555554
South 24 Parganas,2025-06-30,6814,2.550807712350182
Suryapet,2025-08-31,415,2.547008547008547
Angul,2025-06-30,227,2.546875
Bankura,2025-08-31,2716,2.545691906005222
Jhabua,2025-06-30,453,2.5390625
Dhenkanal,2025-03-31,237,2.537313432835821
Murshidabad,2025-06-30,5754,2.525735294117647
Bargarh,2025-10-31,324,2.5217391304347827
Bhiwani,2025-10-31,218,2.5161290322580645
Barmer,2025-12-31,664,2.513227513227513
Allahabad,2025-06-30,1719,2.5081632653061225
Mysore,2025-08-31,221,2.507936507936508
Moradabad,2025-03-31,631,2.5055555555555555
Namsai,2025-11-30,14,2.5
Eastern West Khasi Hills,2025-08-31,7,2.5
Raigarh(MH),2025-04-30,14,2.5
Chamrajanagar,2025-08-31,105,2.5
Banas Kantha,2025-04-30,7,2.5
Kolasib,2025-11-30,21,2.5
Aurangabad(bh),2025-10-31,7,2.5
West Jaintia Hills,2025-08-31,7,2.5
Haveri *,2025-08-31,7,2.5
Kodarma,2025-12-31,56,2.5
Dhaulpur,2025-09-30,7,2.5
Medinipur,2025-06-30,7,2.5
Sant Ravidas Nagar Bhadohi,2025-09-30,7,2.5
Nagarkurnool,2025-04-30,255,2.493150684931507
Jashpur,2025-10-31,576,2.4909090909090907
Rangareddy,2025-06-30,129,2.4864864864864864
Barddhaman,2025-08-31,2266,2.4807987711213517
Damoh,2025-06-30,153,2.477272727272727
Sibsagar,2025-08-31,139,2.475
Bhopal,2025-03-31,781,2.471111111111111
Darjeeling,2025-04-30,481,2.460431654676259
Nashik,2025-10-31,2977,2.457607433217189
Nawada,2025-08-31,967,2.4535714285714287
Panchmahals,2025-08-31,321,2.4516129032258065
Malerkotla,2025-03-31,176,2.450980392156863
Bokaro,2025-11-30,614,2.449438202247191
Hazaribagh,2025-11-30,638,2.4486486486486485
West Tripura,2025-04-30,489,2.443661971830986
Charaideo,2025-12-31,86,2.44
Supaul,2025-08-31,1168,2.4352941176470586
Rajsamand,2025-12-31,340,2.4343434343434343
Sonbhadra,2025-04-30,748,2.4311926605504586
Kalimpong,2025-08-31,24,2.4285714285714284
Kishtwar,2025-04-30,24,2.4285714285714284
East Midnapore,2025-08-31,500,2.4246575342465753
Hailakandi,2025-10-31,188,2.418181818181818
Rajnandgaon,2025-08-31,598,2.4171428571428573
Fatehgarh Sahib,2025-12-31,92,2.4074074074074074
Alirajpur,2025-08-31,218,2.40625
Cuttack,2025-06-30,313,2.402173913043478
Leh,2025-05-31,17,2.4
S.A.S Nagar(Mohali),2025-06-30,34,2.4
Barmer,2025-06-30,462,2.3970588235294117
Rajanna Sircilla,2025-11-30,78,2.391304347826087
Namakkal,2025-04-30,695,2.3902439024390243
Koriya,2025-08-31,271,2.3875
South Dinajpur,2025-12-31,88,2.3846153846153846
Senapati,2025-10-31,203,2.3833333333333333
Cachar,2025-10-31,561,2.3795180722891565
Almora,2025-06-30,250,2.3783783783783785
Ranipet,2025-08-31,27,2.375
Seoni,2025-10-31,472,2.3714285714285714
Nizamabad,2025-08-31,475,2.368794326241135
Mathura,2025-12-31,1532,2.367032967032967
Sambalpur,2025-06-30,360,2.364485981308411
Mokokchung,2025-06-30,37,2.3636363636363638
Ghazipur,2025-12-31,2172,2.362229102167183
Annamayya,2025-11-30,215,2.359375
Haora,2025-04-30,470,2.357142857142857
Rangareddy,2025-11-30,47,2.357142857142857
Raisen,2025-10-31,412,2.3495934959349594
Amreli,2025-08-31,331,2.3434343434343434
Ashok Nagar,2025-06-30,234,2.342857142857143
Bara Banki,2025-06-30,795,2.3403361344537816
Palghar,2025-06-30,1095,2.3384146341463414
Haora,2025-12-31,731,2.3378995433789953
Phek,2025-06-30,10,2.3333333333333335
Chamarajanagar,2025-10-31,10,2.3333333333333335
Firozabad,2025-05-31,1159,2.3304597701149423
South Goa,2025-12-31,216,2.3230769230769233
Ramanathapuram,2025-04-30,548,2.3212121212121213
Charaideo,2025-08-31,176,2.3207547169811322
Bankura,2025-06-30,3457,2.317658349328215
Hazaribag,2025-04-30,106,2.3125
Gaurela-pendra-marwahi,2025-08-31,53,2.3125
Godda,2025-04-30,639,2.3108808290155443
Siddipet,2025-04-30,245,2.310810810810811
Purba Bardhaman,2025-06-30,341,2.3106796116504853
Anand,2025-08-31,311,2.3085106382978724
Sirsa,2025-11-30,86,2.3076923076923075
Suryapet,2025-04-30,525,2.30188679245283
Lawngtlai,2025-10-31,33,2.3
Charkhi Dadri,2025-03-31,112,2.2941176470588234
Mysuru,2025-08-31,224,2.2941176470588234
Paschim Bardhaman,2025-06-30,250,2.289473684210526
Mumbai,2025-10-31,1491,2.2841409691629955
Ahmadnagar,2025-06-30,3422,2.2840690978886755
Khandwa,2025-10-31,164,2.28
Bhiwani,2025-08-31,183,2.267857142857143
Medchal−malkajgiri,2025-02-28,49,2.2666666666666666
Sant Kabir Nagar,2025-12-31,1373,2.2612826603325415
Muzaffarnagar,2025-06-30,2011,2.259319286871961
Tamulpur District,2025-02-28,13,2.25
Jayashankar Bhupalpally,2025-11-30,104,2.25
Gondiya *,2025-10-31,26,2.25
Sabar Kantha,2025-08-31,13,2.25
Champhai,2025-05-31,13,2.25
Shahjahanpur,2025-12-31,2183,2.2485119047619047
Purba Medinipur,2025-08-31,1205,2.239247311827957
Kakching,2025-11-30,68,2.238095238095238
Belagavi,2025-08-31,453,2.2357142857142858
Kargil,2025-08-31,55,2.235294117647059
Allahabad,2025-08-31,1199,2.2231182795698925
Chandrapur,2025-03-31,448,2.223021582733813
Gondiya,2025-04-30,953,2.2195945945945947
Malerkotla,2025-12-31,90,2.2142857142857144
Udalguri,2025-03-31,302,2.2127659574468086
Thiruvarur,2025-08-31,501,2.2115384615384617
Dakshina Kannada,2025-08-31,350,2.2110091743119265
Ramgarh,2025-08-31,199,2.2096774193548385
Medchal-malkajgiri,2025-12-31,613,2.2094240837696337
Vaishali,2025-08-31,2899,2.206858407079646
Paschim Medinipur,2025-08-31,3630,2.203883495145631
Maharajganj,2025-06-30,1291,2.203473945409429
Hapur,2025-06-30,528,2.2
Purnea,2025-12-31,32,2.2
Manendragarh–Chirmiri–Bharatpur,2025-02-28,64,2.2
Garhwa,2025-10-31,441,2.1956521739130435
Tapi,2025-12-31,115,2.1944444444444446
Chamoli,2025-06-30,115,2.1944444444444446
Shrawasti,2025-12-31,926,2.193103448275862
North Delhi,2025-10-31,316,2.191919191919192
Bardhaman,2025-12-31,574,2.188888888888889
Maharajganj,2025-12-31,1296,2.1842751842751844
Ratlam,2025-10-31,600,2.1746031746031744
South Dinajpur,2025-10-31,73,2.1739130434782608
Narsimhapur,2025-06-30,76,2.1666666666666665
Andamans,2025-04-30,19,2.1666666666666665
Rajsamand,2025-08-31,215,2.161764705882353
Vellore,2025-04-30,1460,2.16017316017316
Anakapalli,2025-11-30,161,2.156862745098039
Sirmaur,2025-10-31,123,2.1538461538461537
Jogulamba Gadwal,2025-05-31,186,2.152542372881356
Moradabad,2025-12-31,1934,2.1498371335504887
Cooch Behar,2025-12-31,1880,2.1490787269681744
Purbi Singhbhum,2025-12-31,107,2.1470588235294117
Mahendragarh,2025-08-31,151,2.1458333333333335
North Cachar Hills,2025-07-31,22,2.142857142857143
Banswara,2025-07-31,844,2.137546468401487
Jhajjar,2025-03-31,323,2.1359223300970873
Narayanpur,2025-08-31,185,2.135593220338983
Imphal East,2025-08-31,2204,2.135135135135135
Kandhamal,2025-10-31,172,2.1272727272727274
Thane,2025-10-31,3024,2.127197518097208
Banswara,2025-10-31,644,2.1262135922330097
Dantewada,2025-08-31,25,2.125
Medchal−malkajgiri,2025-12-31,25,2.125
South East Delhi,2025-11-30,50,2.125
Sehore,2025-06-30,103,2.121212121212121
Khargone,2025-08-31,259,2.1204819277108435
Jalor,2025-12-31,433,2.115107913669065
Parbhani,2025-08-31,903,2.113793103448276
Udham Singh Nagar,2025-08-31,551,2.1129943502824857
Daman,2025-08-31,28,2.111111111111111
Mancherial,2025-06-30,426,2.1094890510948905
Baleshwar,2025-08-31,149,2.1041666666666665
Nagapattinam,2025-08-31,512,2.103030303030303
Mahasamund,2025-10-31,642,2.101449275362319
Purba Medinipur,2025-06-30,1490,2.0977130977130978
Anantnag,2025-10-31,161,2.0961538461538463
Godda,2025-06-30,1080,2.0945558739255015
Uttar Bastar Kanker,2025-12-31,198,2.09375
Eluru,2025-11-30,170,2.090909090909091
Sheikhpura,2025-05-31,105,2.088235294117647
Mahesana,2025-08-31,355,2.0869565217391304
Munger,2025-04-30,571,2.0864864864864865
Birbhum,2025-06-30,2154,2.0859598853868193
Tonk,2025-08-31,327,2.0849056603773586
Bhojpur,2025-08-31,2422,2.0814249363867683
Kanniyakumari,2025-08-31,354,2.0782608695652174
Nuapada,2025-12-31,43,2.0714285714285716
Nirmal,2025-06-30,641,2.0669856459330145
Mahoba,2025-08-31,521,2.0647058823529414
Bengaluru South,2025-11-30,95,2.064516129032258
Amritsar,2025-11-30,606,2.0606060606060606
Deoria,2025-04-30,1019,2.0508982035928143
Pauri Garhwal,2025-12-31,332,2.0458715596330275
Tikamgarh,2025-08-31,344,2.0442477876106193
Ajmer,2025-06-30,493,2.04320987654321
The Nilgiris,2025-04-30,298,2.0408163265306123
Supaul,2025-11-30,1137,2.032
Boudh,2025-06-30,100,2.0303030303030303
Palamu,2025-12-31,1341,2.02027027027027
Palwal,2025-03-31,604,2.02
Budaun,2025-06-30,1413,2.019230769230769
Nuapada,2025-08-31,163,2.0185185185185186
Panchkula,2025-06-30,341,2.017699115044248
Jagitial,2025-11-30,187,2.0161290322580645
East Midnapore,2025-04-30,325,2.009259259259259
North 24 Parganas,2025-08-31,2862,2.0031479538300103
Kiphire,2025-03-31,24,2.0
Sabar Kantha,2025-12-31,3,2.0
Mohalla-Manpur-Ambagarh Chowki,2025-05-31,3,2.0
Niwari,2025-02-28,12,2.0
Dima Hasao,2025-09-30,3,2.0
Dibang Valley,2025-05-31,3,2.0
HOOGHLY,2025-08-31,3,2.0
West Nimar,2025-04-30,24,2.0
Chirang,2025-06-30,195,2.0
Yamunanagar,2025-08-31,9,2.0
Tawang,2025-09-30,12,2.0
Salumbar,2025-12-31,3,2.0
Dharashiv,2025-04-30,30,2.0
Najafgarh,2025-11-30,6,2.0
Lahul and Spiti,2025-03-31,3,2.0
Tawang,2025-12-31,6,2.0
Garhwal,2025-08-31,3,2.0
Mahbubnagar,2025-06-30,87,2.0
Jaisalmer,2025-12-31,141,2.0
Pandhurna,2025-09-30,3,2.0
North,2025-05-31,9,2.0
Bhabua,2025-11-30,3,2.0
jajpur,2025-06-30,3,2.0
Nandurbar *,2025-10-31,6,2.0
Janjgir - Champa,2025-02-28,3,2.0
Purbi Singhbhum,2025-02-28,96,2.0
Anugul,2025-08-31,21,2.0
Chamarajanagar *,2025-11-30,3,2.0
Mandya,2025-12-31,336,2.0
Jangaon,2025-06-30,9,2.0
Jalore,2025-05-31,6,2.0
Warangal (urban),2025-12-31,3,2.0
Deeg,2025-05-31,6,2.0
Samstipur,2025-02-28,3,2.0
Narsinghpur,2025-04-30,150,2.0
Aurangabad(bh),2025-08-31,6,2.0
Ramanagar,2025-08-31,135,2.0
Kolhapur,2025-10-31,1572,1.9942857142857142
Basti,2025-06-30,1006,1.994047619047619
Barwani,2025-06-30,266,1.9887640449438204
Hanumangarh,2025-06-30,442,1.9864864864864864
Palghar,2025-10-31,1322,1.9841986455981941
Ariyalur,2025-12-31,161,1.9814814814814814
Bhadrak,2025-10-31,283,1.9789473684210526
Jagitial,2025-04-30,131,1.977272727272727
Dakshin Dinajpur,2025-08-31,827,1.9748201438848922
Thanjavur,2025-08-31,861,1.9689655172413794
Karimnagar,2025-06-30,1042,1.9686609686609686
Madurai,2025-04-30,1395,1.9680851063829787
Chikkaballapur,2025-08-31,184,1.967741935483871
Agra,2025-06-30,2133,1.9666203059805287
Sarangarh-Bilaigarh,2025-08-31,86,1.9655172413793105
Jalpaiguri,2025-06-30,2588,1.9644902634593358
Satna,2025-04-30,495,1.964071856287425
Bongaigaon,2025-04-30,210,1.9577464788732395
Aligarh,2025-10-31,1115,1.9575596816976129
Korba,2025-10-31,604,1.946341463414634
Jayashankar Bhupalpally,2025-08-31,153,1.9423076923076925
Deoghar,2025-08-31,241,1.9390243902439024
Kanpur Dehat,2025-12-31,1331,1.9381898454746138
Neemuch,2025-08-31,326,1.9369369369369371
Giridih,2025-12-31,1245,1.9363207547169812
Koraput,2025-06-30,305,1.9326923076923075
Gajapati,2025-10-31,217,1.9324324324324325
Ambedkar Nagar,2025-10-31,1067,1.9313186813186811
Mahoba,2025-11-30,284,1.9278350515463916
Latur,2025-10-31,1452,1.9274193548387095
Dindigul,2025-10-31,483,1.9272727272727272
Tiruppur,2025-08-31,752,1.9260700389105057
Dr. B. R. Ambedkar Konaseema,2025-07-31,196,1.9253731343283582
South Goa,2025-10-31,155,1.9245283018867925
Thoothukkudi,2025-04-30,722,1.923076923076923
Dantewada,2025-10-31,38,1.923076923076923
Simdega,2025-09-30,257,1.9204545454545454
Thoothukkudi,2025-06-30,549,1.9202127659574466
Baleswar,2025-10-31,286,1.9183673469387754
Barabanki,2025-03-31,35,1.9166666666666665
Malda,2025-04-30,1350,1.9157667386609072
Hooghly,2025-08-31,2428,1.914765906362545
Vellore,2025-08-31,1107,1.913157894736842
Kullu,2025-08-31,99,1.9117647058823528
Jammu,2025-08-31,198,1.9117647058823528
Thiruvarur,2025-04-30,620,1.9107981220657275
Lunglei,2025-06-30,64,1.9090909090909092
Jhalawar,2025-08-31,445,1.9084967320261437
Nandyal,2025-07-31,157,1.9074074074074074
Valsad,2025-12-31,389,1.9029850746268657
Kushinagar,2025-08-31,1277,1.9022727272727273
Barabanki,2025-10-31,58,1.9
West Singhbhum,2025-04-30,435,1.9
Nagaon,2025-06-30,957,1.9
Amravati,2025-10-31,1004,1.8933717579250722
East Siang,2025-11-30,81,1.8928571428571428
Ghaziabad,2025-10-31,1047,1.8922651933701657
Kendujhar,2025-06-30,601,1.889423076923077
Jamtara,2025-09-30,468,1.8888888888888888
Aligarh,2025-04-30,742,1.88715953307393
Coimbatore,2025-10-31,937,1.8830769230769229
Chickmagalur,2025-08-31,98,1.8823529411764706
Mumbai City,2025-06-30,619,1.8790697674418606
Chandrapur,2025-06-30,1347,1.8782051282051282
Chamoli,2025-08-31,118,1.8780487804878048
Lohit,2025-03-31,23,1.875
Deeg ,2025-12-31,23,1.875
Sultanpur,2025-12-31,1400,1.8747433264887063
South Dinajpur,2025-06-30,135,1.872340425531915
Kannauj,2025-04-30,494,1.8720930232558142
Gaya,2025-11-30,1581,1.869328493647913
Fatehpur,2025-12-31,2103,1.8651226158038146
Rampur,2025-04-30,1138,1.8592964824120601
Bulandshahar,2025-12-31,20,1.8571428571428572
Nainital,2025-06-30,237,1.855421686746988
Yadgir,2025-03-31,294,1.854368932038835
East Garo Hills,2025-03-31,77,1.8518518518518516
Baghpat,2025-06-30,584,1.848780487804878
Alipurduar,2025-12-31,182,1.84375
Udalguri,2025-08-31,236,1.8433734939759034
North Twenty Four Parganas,2025-12-31,594,1.8421052631578947
Kannauj,2025-12-31,1155,1.8378378378378377
Pratapgarh,2025-08-31,1363,1.8336798336798337
Hugli,2025-04-30,17,1.8333333333333335
Tirunelveli,2025-08-31,748,1.8333333333333335
Chikkamagaluru,2025-08-31,68,1.8333333333333335
Lower Dibang Valley,2025-03-31,17,1.8333333333333335
S.A.S Nagar(Mohali),2025-12-31,51,1.8333333333333335
Maldah,2025-04-30,269,1.831578947368421
Malkangiri,2025-05-31,133,1.8297872340425534
Raigarh,2025-06-30,1313,1.8297413793103448
Central Delhi,2025-12-31,274,1.8247422680412373
Moradabad,2025-09-30,1579,1.8246869409660107
Parvathipuram Manyam,2025-07-31,96,1.823529411764706
Gadag,2025-08-31,200,1.816901408450704
Sindhudurg,2025-08-31,222,1.810126582278481
Khagaria,2025-08-31,795,1.8091872791519434
Kheda,2025-12-31,390,1.8057553956834531
Dindori,2025-03-31,185,1.8030303030303032
Viluppuram,2025-10-31,496,1.8022598870056497
Samastipur,2025-08-31,2603,1.8019375672766413
Balrampur,2025-12-31,1300,1.8017241379310347
Ballia,2025-04-30,1087,1.8015463917525771
The Dangs,2025-03-31,56,1.7999999999999998
Thiruvallur,2025-08-31,14,1.7999999999999998
Chamrajnagar,2025-08-31,28,1.7999999999999998
Shi-yomi,2025-07-31,14,1.7999999999999998
Hugli,2025-11-30,14,1.7999999999999998
Bid,2025-10-31,112,1.7999999999999998
North And Middle Andaman,2025-04-30,14,1.7999999999999998
Khowai,2025-08-31,14,1.7999999999999998
Amravati,2025-08-31,1167,1.7985611510791366
Seoni,2025-08-31,386,1.7971014492753623
Narayanpet,2025-08-31,151,1.7962962962962963
Champawat,2025-07-31,123,1.7954545454545454
Sultanpur,2025-06-30,821,1.7925170068027212
Udaipur,2025-03-31,1189,1.791079812206573
Bara Banki,2025-12-31,1118,1.7880299251870326
Narsinghpur,2025-10-31,209,1.7866666666666666
Gopalganj,2025-08-31,1410,1.7865612648221343
Papum Pare,2025-11-30,39,1.7857142857142856
Shaheed Bhagat Singh Nagar,2025-10-31,39,1.7857142857142856
Hamirpur,2025-06-30,727,1.78544061302682
Purulia,2025-12-31,167,1.7833333333333332
Sonbhadra,2025-06-30,949,1.7829912023460412
Rajouri,2025-08-31,153,1.7818181818181817
Ahmadabad,2025-02-28,89,1.78125
West Tripura,2025-10-31,445,1.78125
Patan,2025-08-31,339,1.778688524590164
Krishnagiri,2025-12-31,450,1.7777777777777777
Bathinda,2025-03-31,344,1.774193548387097
Muktsar,2025-03-31,61,1.772727272727273
Aizawl,2025-08-31,36,1.7692307692307692
Mahbubnagar,2025-11-30,130,1.7659574468085109
Mahendragarh,2025-11-30,80,1.7586206896551726
West Khasi Hills,2025-09-30,91,1.7575757575757578
Jajapur,2025-06-30,248,1.7555555555555555
Bokaro,2025-08-31,383,1.7553956834532376
Purba Champaran,2025-12-31,11,1.75
Peren,2025-10-31,11,1.75
Longleng,2025-03-31,22,1.75
Chamrajnagar,2025-04-30,33,1.75
Kanpur Nagar,2025-04-30,1428,1.7408829174664109
Ratnagiri,2025-03-31,774,1.734982332155477
Changlang,2025-07-31,134,1.7346938775510203
Alluri Sitharama Raju,2025-07-31,112,1.731707317073171
Sonapur,2025-06-30,90,1.727272727272727
Jajapur,2025-08-31,286,1.723809523809524
N. T. R,2025-11-30,234,1.7209302325581395
Purba Bardhaman,2025-08-31,234,1.7209302325581395
Shrawasti,2025-04-30,506,1.7204301075268815
Parbhani,2025-03-31,1593,1.718430034129693
Madhepura,2025-08-31,1641,1.716887417218543
Tiruchirappalli,2025-06-30,797,1.7108843537414966
Betul,2025-08-31,309,1.710526315789474
Chandigarh,2025-12-31,325,1.7083333333333335
Hanumakonda,2025-08-31,176,1.7076923076923078
Madurai,2025-08-31,823,1.7072368421052633
Anantapur,2025-11-30,785,1.706896551724138
Baksa,2025-08-31,138,1.7058823529411766
SAS Nagar (Mohali),2025-10-31,208,1.7012987012987013
Thiruvallur,2025-06-30,27,1.7000000000000002
Wokha,2025-09-30,27,1.7000000000000002
Chamarajanagar,2025-12-31,27,1.7000000000000002
Barddhaman,2025-06-30,2443,1.6994475138121548
Tirunelveli,2025-06-30,745,1.6992753623188408
Chickmagalur,2025-10-31,116,1.697674418604651
Khairagarh Chhuikhadan Gandai,2025-09-30,62,1.6956521739130435
Sirohi,2025-08-31,221,1.6951219512195124
Sirmaur,2025-08-31,86,1.6875
Wayanad,2025-08-31,258,1.6875
Purba Bardhaman,2025-04-30,129,1.6875
Vikarabad,2025-06-30,953,1.684507042253521
Singrauli,2025-03-31,365,1.6838235294117645
Jhajjar,2025-06-30,268,1.6800000000000002
Faizabad,2025-04-30,694,1.6795366795366795
Aurangabad,2025-06-30,2923,1.6791934005499543
Hyderabad,2025-04-30,2163,1.6769801980198018
Betul,2025-03-31,278,1.673076923076923
Pithoragarh,2025-08-31,219,1.6707317073170733
Charaideo,2025-10-31,56,1.6666666666666665
Yanam,2025-02-28,8,1.6666666666666665
Chitrakoot,2025-06-30,296,1.6666666666666665
Dhalai  *,2025-04-30,8,1.6666666666666665
Udaipur,2025-08-31,592,1.6666666666666665
Kolasib,2025-04-30,16,1.6666666666666665
Dharashiv,2025-06-30,56,1.6666666666666665
Deeg,2025-02-28,8,1.6666666666666665
Niwari,2025-12-31,24,1.6666666666666665
Saharanpur,2025-04-30,610,1.663755458515284
Etawah,2025-08-31,585,1.6590909090909092
Gaya,2025-08-31,2004,1.6578249336870026
Bijapur,2025-08-31,379,1.6503496503496504
Sheikhpura,2025-12-31,151,1.6491228070175437
Mahasamund,2025-03-31,604,1.6491228070175437
Bidar,2025-03-31,466,1.647727272727273
Bhilwara,2025-12-31,645,1.6434426229508197
Dindori,2025-06-30,111,1.6428571428571428
Narsinghpur,2025-08-31,132,1.6400000000000001
Marigaon,2025-06-30,388,1.639455782312925
Kokrajhar,2025-10-31,269,1.6372549019607843
Rupnagar,2025-12-31,174,1.6363636363636362
Auraiya,2025-12-31,748,1.6338028169014085
Punch,2025-10-31,50,1.6315789473684212
Basti,2025-08-31,686,1.628352490421456
Davangere,2025-08-31,226,1.6279069767441858
Uttar Dinajpur,2025-04-30,2360,1.6251390433815351
Sawai Madhopur,2025-06-30,315,1.625
Kondagaon,2025-05-31,252,1.625
Majuli,2025-05-31,21,1.625
New Delhi,2025-05-31,21,1.625
Aurangabad,2025-12-31,3421,1.6234662576687118
Uttarkashi,2025-11-30,110,1.619047619047619
Punch,2025-05-31,110,1.619047619047619
North 24 Parganas,2025-06-30,4356,1.6162162162162161
JAJPUR,2025-06-30,149,1.6140350877192984
Vikarabad,2025-04-30,580,1.6126126126126126
Ghazipur,2025-06-30,1462,1.6107142857142858
Bulandshahr,2025-04-30,1347,1.61046511627907
Auraiya,2025-03-31,355,1.6102941176470589
Hassan,2025-10-31,261,1.6099999999999999
South Salmara Mankachar,2025-06-30,321,1.6097560975609757
Latehar,2025-11-30,514,1.6091370558375635
Bahraich,2025-06-30,1432,1.6083788706739526
Bagalkot,2025-12-31,339,1.6076923076923078
Thane,2025-08-31,3291,1.6057007125890737
Pakur,2025-10-31,99,1.6052631578947367
Rae Bareli,2025-12-31,1438,1.6050724637681157
Solan,2025-12-31,125,1.6041666666666665
Siddipet,2025-12-31,325,1.6
Narmada,2025-11-30,65,1.6
Guntur,2025-11-30,1445,1.5989208633093526
Hanumakonda,2025-04-30,135,1.5961538461538463
Firozpur,2025-11-30,70,1.5925925925925926
Nandurbar,2025-08-31,381,1.5918367346938775
Tiruchirappalli,2025-04-30,1179,1.5912087912087913
Mainpuri,2025-04-30,627,1.5909090909090908
Bahraich,2025-12-31,1744,1.5875370919881306
