district,date,total_demand,growth_rate
Kodagu,2025-06-30,71,4.071428571428571
Gautam Buddha Nagar,2025-04-30,923,4.071428571428571
Supaul,2025-12-31,856,4.06508875739645
Central Delhi,2025-06-30,172,4.0588235294117645
Sukma,2025-12-31,222,4.045454545454546
Purulia,2025-06-30,131,4.038461538461538
Balotra,2025-12-31,10,4.0
Eastern West Khasi Hills,2025-05-31,5,4.0
Eastern West Khasi Hills,2025-02-28,5,4.0
Longding,2025-06-30,5,4.0
Panch Mahals,2025-02-28,5,4.0
Kasargod,2025-12-31,15,4.0
Banas Kantha,2025-04-30,5,4.0
Samba,2025-06-30,25,4.0
Deeg,2025-12-31,5,4.0
Zunheboto,2025-08-31,90,4.0
Dima Hasao,2025-04-30,5,4.0
North East,2025-04-30,55,4.0
Jyotiba Phule Nagar,2025-05-31,5,4.0
Nicobar,2025-03-31,15,4.0
Medinipur,2025-06-30,5,4.0
Diu,2025-08-31,15,4.0
Nanded,2025-10-31,1402,3.9893238434163703
N. T. R,2025-09-30,309,3.983870967741935
Balrampur,2025-08-31,1370,3.9818181818181815
South Dinajpur,2025-04-30,323,3.9692307692307693
Hazaribagh,2025-08-31,540,3.954128440366972
Hassan,2025-08-31,317,3.953125
Kannur,2025-08-31,817,3.951515151515151
Siddharthnagar,2025-04-30,839,3.935294117647059
Purbi Singhbhum,2025-06-30,59,3.916666666666667
Meerut,2025-04-30,1062,3.916666666666667
Jind,2025-03-31,172,3.9142857142857146
Kaushambi,2025-08-31,1012,3.9126213592233006
Buldana,2025-10-31,230,3.8936170212765955
Rudraprayag,2025-10-31,88,3.8888888888888893
Mohla-Manpur-Ambagarh Chouki,2025-06-30,249,3.882352941176471
East Champaran,2025-12-31,1539,3.870253164556962
Raichur,2025-06-30,404,3.8674698795180724
Tamulpur District,2025-08-31,34,3.8571428571428568
South Tripura,2025-08-31,388,3.8499999999999996
Koderma,2025-10-31,126,3.846153846153846
Araria,2025-08-31,1704,3.840909090909091
Rohtak,2025-11-30,121,3.84
Pauri Garhwal,2025-10-31,179,3.8378378378378377
yadgir,2025-12-31,29,3.833333333333333
Chikkamagaluru,2025-08-31,111,3.8260869565217392
Jagitial,2025-08-31,188,3.8205128205128203
Dehradun,2025-04-30,572,3.80672268907563
Khairthal-Tijara,2025-03-31,24,3.8
Lakhisarai,2025-08-31,264,3.8
Sibsagar,2025-08-31,139,3.793103448275862
Bilaspur,2025-04-30,1872,3.775510204081633
Garhwa,2025-06-30,615,3.767441860465116
Thiruvallur,2025-02-28,19,3.75
Surguja,2025-06-30,626,3.742424242424242
Mysore,2025-06-30,256,3.7407407407407405
Gulbarga,2025-08-31,397,3.7261904761904763
Alipurduar,2025-06-30,132,3.7142857142857144
Kakching,2025-10-31,33,3.7142857142857144
Shahdol,2025-08-31,541,3.7043478260869565
Latehar,2025-12-31,732,3.6923076923076925
Surendra Nagar,2025-06-30,211,3.688888888888889
Porbandar,2025-06-30,187,3.675
Karaikal,2025-11-30,56,3.666666666666667
Lakshadweep,2025-10-31,14,3.666666666666667
Chumukedima,2025-11-30,14,3.666666666666667
Sangli,2025-03-31,653,3.6642857142857146
Patan,2025-04-30,429,3.663043478260869
Ahmadnagar,2025-04-30,2426,3.656429942418426
Sonbhadra,2025-08-31,1314,3.6431095406360425
East,2025-03-31,65,3.6428571428571432
Giridih,2025-08-31,1081,3.6196581196581192
Charaideo,2025-09-30,157,3.617647058823529
Shajapur,2025-11-30,277,3.6166666666666663
Rajnandgaon,2025-06-30,281,3.60655737704918
Davangere,2025-06-30,239,3.596153846153846
West Jaintia Hills,2025-08-31,151,3.575757575757576
Ranchi,2025-06-30,846,3.5729729729729733
Bapatla,2025-11-30,105,3.5652173913043477
Hathras,2025-08-31,816,3.5586592178770946
Arvalli,2025-08-31,82,3.5555555555555554
Satara,2025-10-31,1034,3.5550660792951545
Kollam,2025-08-31,868,3.5445026178010473
Pulwama,2025-06-30,68,3.533333333333333
Chamoli,2025-06-30,68,3.533333333333333
Sepahijala,2025-06-30,95,3.5238095238095237
Pithoragarh,2025-10-31,253,3.5178571428571432
Goalpara,2025-08-31,54,3.5
Mumbai( Sub Urban ),2025-03-31,45,3.5
Thoubal,2025-10-31,477,3.5
NUAPADA,2025-12-31,9,3.5
Kohima,2025-12-31,63,3.5
Jayashankar Bhupalpally,2025-08-31,202,3.488888888888889
Angul,2025-03-31,368,3.487804878048781
Sant Ravidas Nagar,2025-08-31,682,3.4868421052631575
Sirmaur,2025-09-30,156,3.4571428571428573
Tonk,2025-06-30,343,3.454545454545454
S.A.S Nagar(Mohali),2025-11-30,80,3.4444444444444446
Peren,2025-06-30,40,3.4444444444444446
Mahisagar,2025-06-30,71,3.4375
Kannauj,2025-10-31,714,3.4347826086956523
New Delhi,2025-03-31,31,3.428571428571429
Saiha,2025-09-30,31,3.428571428571429
Kargil,2025-04-30,62,3.428571428571429
Bageshwar,2025-10-31,106,3.416666666666667
Imphal East,2025-10-31,353,3.4124999999999996
Darjeeling,2025-06-30,450,3.4117647058823533
Kota,2025-08-31,401,3.406593406593407
Baksa,2025-08-31,145,3.3939393939393936
Pune,2025-03-31,3847,3.391552511415525
Maldah,2025-04-30,404,3.391304347826087
Pathanamthitta,2025-08-31,390,3.382022471910112
Kheda,2025-06-30,333,3.3815789473684212
Porbandar,2025-04-30,191,3.340909090909091
East Garo Hills,2025-10-31,130,3.333333333333333
South Sikkim,2025-06-30,13,3.333333333333333
Baudh,2025-12-31,39,3.333333333333333
Kinnaur,2025-06-30,13,3.333333333333333
Kurukshetra,2025-12-31,199,3.3260869565217392
Garhwa,2025-12-31,579,3.32089552238806
Faridabad,2025-12-31,1398,3.314814814814815
Umaria,2025-03-31,267,3.306451612903226
Darbhanga,2025-08-31,1597,3.3045822102425877
Kiphire,2025-09-30,30,3.2857142857142856
Kanker,2025-03-31,167,3.282051282051282
Khairagarh Chhuikhadan Gandai,2025-10-31,47,3.2727272727272725
Ukhrul,2025-12-31,141,3.2727272727272725
Debagarh,2025-03-31,81,3.2631578947368425
Champawat,2025-06-30,98,3.2608695652173916
Dibrugarh,2025-12-31,213,3.26
Haora,2025-06-30,587,3.253623188405797
Faridabad,2025-04-30,1207,3.25
Ganderbal,2025-06-30,85,3.25
Senapati,2025-03-31,627,3.236486486486487
Kupwara,2025-06-30,380,3.2222222222222223
Tirupattur,2025-06-30,76,3.2222222222222223
Supaul,2025-08-31,1434,3.2052785923753664
Nalbari,2025-08-31,185,3.204545454545454
Tumakuru,2025-12-31,248,3.203389830508475
Warangal,2025-08-31,609,3.2
Pondicherry,2025-06-30,63,3.2
Purulia,2025-10-31,126,3.2
Raipur,2025-12-31,611,3.184931506849315
Wardha,2025-11-30,322,3.1818181818181817
Malerkotla,2025-12-31,117,3.178571428571429
Ambala,2025-06-30,313,3.173333333333333
Majuli,2025-08-31,25,3.166666666666667
Godda,2025-08-31,662,3.1635220125786168
Karbi Anglong,2025-08-31,270,3.153846153846154
South,2025-12-31,54,3.153846153846154
Sirsa,2025-06-30,353,3.1529411764705886
Chamoli,2025-10-31,145,3.1428571428571432
Nagapattinam,2025-08-31,484,3.136752136752137
Kolar,2025-08-31,306,3.135135135135135
Barnala,2025-10-31,66,3.125
Gondiya *,2025-03-31,33,3.125
Hardoi,2025-10-31,1508,3.1202185792349724
Solapur,2025-10-31,1717,3.117505995203837
Maharajganj,2025-10-31,584,3.083916083916084
Unakoti,2025-08-31,65,3.0625
Janjgir-champa,2025-06-30,586,3.0413793103448272
Sirmaur,2025-05-31,109,3.037037037037037
Ghaziabad,2025-04-30,1517,3.034574468085107
Bidar,2025-06-30,274,3.0294117647058822
Banswara,2025-06-30,789,3.025510204081633
Sindhudurg,2025-03-31,181,3.022222222222222
Surguja,2025-10-31,1001,3.020080321285141
North West Delhi,2025-08-31,889,3.0045045045045047
North Garo Hills,2025-09-30,40,3.0
Didwana-Kuchaman,2025-06-30,8,3.0
East Sikkim,2025-07-31,20,3.0
Nicobar,2025-12-31,4,3.0
West Sikkim,2025-05-31,16,3.0
Ahmadabad,2025-12-31,96,3.0
Tseminyu,2025-04-30,4,3.0
Longding,2025-08-31,4,3.0
Salumbar,2025-04-30,4,3.0
Sant Ravidas Nagar Bhadohi,2025-04-30,4,3.0
Kohima,2025-03-31,60,3.0
Pakaur,2025-06-30,60,3.0
Lahul & Spiti,2025-12-31,4,3.0
Phek,2025-11-30,32,3.0
Bhadohi,2025-08-31,112,3.0
Mokokchung,2025-12-31,32,3.0
Janjgir - Champa,2025-06-30,4,3.0
Baudh,2025-06-30,12,3.0
Sabar Kantha,2025-08-31,8,3.0
Majuli,2025-04-30,52,3.0
Kra Daadi,2025-05-31,4,3.0
Subarnapur,2025-08-31,40,3.0
Gadag *,2025-11-30,4,3.0
Mahrajganj,2025-04-30,4,3.0
Anugul,2025-03-31,28,3.0
Surendranagar,2025-02-28,4,3.0
Tamulpur District,2025-12-31,16,3.0
Burhanpur,2025-10-31,92,3.0
Tiruvallur,2025-08-31,1362,2.994134897360704
Buldhana,2025-04-30,1562,2.9846938775510203
Golaghat,2025-10-31,442,2.981981981981982
Hanumakonda,2025-12-31,215,2.9814814814814814
Beed,2025-07-31,1295,2.9723926380368098
Chikkaballapur,2025-06-30,345,2.9655172413793105
Bhiwani,2025-06-30,440,2.963963963963964
Jehanabad,2025-08-31,547,2.963768115942029
Hingoli,2025-07-31,420,2.9622641509433962
Bastar,2025-09-30,946,2.9581589958158996
Rewa,2025-03-31,926,2.9572649572649574
Morbi,2025-12-31,170,2.953488372093023
Kolkata,2025-06-30,967,2.946938775510204
Banka,2025-08-31,927,2.9446808510638296
Dhamtari,2025-03-31,213,2.9444444444444446
Kaushambi,2025-04-30,653,2.933734939759036
Chittorgarh,2025-03-31,558,2.9295774647887325
Darjeeling,2025-10-31,715,2.9285714285714284
Alappuzha,2025-08-31,482,2.9186991869918697
Washim,2025-06-30,329,2.9166666666666665
Papum Pare,2025-12-31,39,2.9
Yadgir,2025-08-31,362,2.89247311827957
Hamirpur,2025-08-31,638,2.8902439024390243
Rangareddy,2025-08-31,70,2.888888888888889
Thiruvananthapuram,2025-08-31,1042,2.888059701492537
Mumbai,2025-03-31,1644,2.8865248226950353
Haridwar,2025-04-30,919,2.8776371308016877
Beed,2025-10-31,1287,2.8765060240963853
Auraiya,2025-04-30,1046,2.8740740740740742
Raigarh,2025-03-31,1363,2.872159090909091
Murshidabad,2025-04-30,4351,2.8675555555555556
Davangere,2025-10-31,308,2.85
Dewas,2025-07-31,127,2.8484848484848486
Budgam,2025-08-31,142,2.8378378378378377
Maihar,2025-04-30,23,2.8333333333333335
Phek,2025-02-28,23,2.8333333333333335
Uttar Bastar Kanker,2025-04-30,149,2.8205128205128207
East Kameng,2025-12-31,42,2.8181818181818183
Gondiya,2025-10-31,309,2.814814814814815
Mauganj,2025-03-31,61,2.8125
Vijayapura,2025-08-31,442,2.810344827586207
Kanniyakumari,2025-06-30,221,2.810344827586207
Chitrakoot,2025-10-31,480,2.8095238095238093
Dhubri,2025-12-31,335,2.8068181818181817
Hugli,2025-06-30,19,2.8
Parbhani,2025-06-30,1211,2.7962382445141065
Chikkaballapur,2025-08-31,372,2.795918367346939
Amritsar,2025-04-30,1007,2.7857142857142856
West Tripura,2025-08-31,419,2.774774774774775
Rampur,2025-10-31,1017,2.7666666666666666
Bageshwar,2025-04-30,113,2.7666666666666666
Mandi,2025-04-30,192,2.764705882352941
Gonda,2025-10-31,896,2.764705882352941
Dharwad,2025-06-30,271,2.763888888888889
Satara,2025-03-31,1048,2.7562724014336917
Mamit,2025-12-31,15,2.75
Kolkata,2025-10-31,1421,2.7394736842105263
Damoh,2025-10-31,228,2.737704918032787
Ratlam,2025-03-31,138,2.72972972972973
Cooch Behar,2025-04-30,1820,2.721881390593047
Nagaur,2025-06-30,460,2.7096774193548385
Bhiwani,2025-12-31,341,2.7065217391304346
Unnao,2025-04-30,1145,2.705501618122977
Champawat,2025-04-30,74,2.7
North Goa,2025-12-31,196,2.69811320754717
Dhanbad,2025-04-30,743,2.6965174129353233
South Delhi,2025-08-31,767,2.6875
Bandipore,2025-03-31,70,2.6842105263157894
East Sikkim,2025-11-30,70,2.6842105263157894
Sultanpur,2025-06-30,850,2.6796536796536796
Baksa,2025-12-31,169,2.6739130434782608
Raigarh(MH),2025-07-31,11,2.6666666666666665
Gadag *,2025-03-31,22,2.6666666666666665
Hardwar,2025-09-30,11,2.6666666666666665
Sheopur,2025-04-30,216,2.6610169491525424
South Delhi,2025-04-30,1094,2.6588628762541804
Gumla,2025-12-31,1265,2.6560693641618496
Idukki,2025-08-31,263,2.6527777777777777
Hooghly,2025-06-30,2188,2.652754590984975
Gadag,2025-12-31,292,2.65
Uttar Dinajpur,2025-04-30,3890,2.6389148737137513
Mulugu,2025-12-31,200,2.6363636363636362
Sepahijala,2025-03-31,207,2.6315789473684212
Siddharthnagar,2025-06-30,1267,2.6303724928366763
Datia,2025-08-31,312,2.627906976744186
Bargarh,2025-03-31,504,2.6258992805755397
East,2025-11-30,134,2.6216216216216215
Tapi,2025-06-30,94,2.6153846153846154
Harda,2025-05-31,47,2.6153846153846154
Mumbai City,2025-03-31,603,2.6107784431137726
Bagalkot,2025-06-30,451,2.608
Chhindwara,2025-12-31,689,2.607329842931937
Azamgarh,2025-04-30,2445,2.606194690265487
Pandhurna,2025-11-30,18,2.6
Bandipore,2025-06-30,187,2.5961538461538463
Tehri Garhwal,2025-04-30,230,2.59375
Golaghat,2025-08-31,158,2.590909090909091
Imphal West,2025-09-30,438,2.5901639344262297
Udhampur,2025-04-30,140,2.58974358974359
Badgam,2025-04-30,68,2.5789473684210527
South Garo Hills,2025-04-30,68,2.5789473684210527
Kathua,2025-06-30,118,2.5757575757575757
West Karbi Anglong,2025-09-30,25,2.5714285714285716
Ranipet,2025-08-31,25,2.5714285714285716
Debagarh,2025-09-30,50,2.5714285714285716
Sant Kabir Nagar,2025-04-30,496,2.568345323741007
Kabeerdham,2025-12-31,164,2.5652173913043477
Palwal,2025-08-31,146,2.5609756097560976
Ghazipur,2025-04-30,1263,2.5577464788732396
Kakching,2025-06-30,64,2.5555555555555554
Haveri *,2025-08-31,32,2.5555555555555554
Theni,2025-08-31,596,2.5476190476190474
Bareilly,2025-08-31,2429,2.5408163265306123
Bijapur,2025-08-31,315,2.539325842696629
Dakshin Bastar Dantewada,2025-03-31,46,2.5384615384615383
Mumbai Suburban,2025-03-31,1606,2.5296703296703296
South Salmara Mankachar,2025-04-30,240,2.5294117647058822
Chitradurga,2025-06-30,180,2.5294117647058822
Kishanganj,2025-04-30,2520,2.5244755244755246
Harda,2025-03-31,130,2.5135135135135136
Almora,2025-08-31,186,2.509433962264151
Raigad,2025-10-31,228,2.5076923076923077
Viluppuram,2025-08-31,484,2.5072463768115942
Wardha,2025-06-30,354,2.504950495049505
Sultanpur,2025-04-30,1065,2.5032894736842106
Palamau,2025-06-30,98,2.5
South East Delhi,2025-12-31,28,2.5
Shamator,2025-09-30,7,2.5
Hugli,2025-10-31,14,2.5
Upper Subansiri,2025-09-30,14,2.5
Vellore,2025-08-31,1001,2.5
North Cachar Hills,2025-08-31,21,2.5
Dima Hasao,2025-08-31,7,2.5
Maihar,2025-08-31,42,2.5
Chamba,2025-08-31,196,2.5
Chamrajnagar,2025-12-31,21,2.5
Siang,2025-11-30,7,2.5
Bagalkot *,2025-03-31,7,2.5
Y. S. R,2025-12-31,140,2.5
Surajpur,2025-06-30,290,2.4939759036144578
Jalgaon,2025-03-31,1194,2.491228070175439
Chamrajanagar,2025-12-31,150,2.488372093023256
Ramanagar,2025-04-30,195,2.482142857142857
Kottayam,2025-08-31,393,2.47787610619469
Howrah,2025-04-30,1300,2.4759358288770055
Jind,2025-12-31,184,2.4716981132075473
Tehri Garhwal,2025-08-31,295,2.4705882352941178
Gir Somnath,2025-12-31,104,2.466666666666667
Auraiya,2025-08-31,651,2.4627659574468086
Gandhinagar,2025-06-30,225,2.4615384615384617
Mauganj,2025-06-30,45,2.4615384615384617
West Siang,2025-09-30,45,2.4615384615384617
Tumkur,2025-06-30,294,2.458823529411765
Udaipur,2025-08-31,1026,2.4545454545454546
Jalpaiguri,2025-08-31,3240,2.4541577825159915
Saharanpur,2025-10-31,1402,2.4532019704433496
Belagavi,2025-08-31,383,2.4504504504504503
Baran,2025-03-31,410,2.4453781512605044
Kargil,2025-12-31,93,2.4444444444444446
Ernakulam,2025-08-31,992,2.4444444444444446
West Champaran,2025-03-31,2180,2.4439178515007898
Leh,2025-03-31,55,2.4375
Amroha,2025-04-30,989,2.4340277777777777
Panchmahals,2025-04-30,491,2.4335664335664338
Samastipur,2025-08-31,1951,2.428822495606327
Kota,2025-06-30,346,2.4257425742574257
Kanpur Dehat,2025-10-31,548,2.425
Churu,2025-03-31,476,2.4244604316546763
Mandla,2025-08-31,441,2.4186046511627906
Mahabubnagar,2025-12-31,789,2.4155844155844157
East Delhi,2025-08-31,505,2.4121621621621623
Malappuram,2025-08-31,2112,2.4119547657512115
Katni,2025-07-31,382,2.4107142857142856
Ballia,2025-08-31,1561,2.408296943231441
Wayanad,2025-08-31,194,2.4035087719298245
East Siang,2025-09-30,17,2.4
Surajpur,2025-08-31,986,2.4
Hojai,2025-10-31,431,2.393700787401575
Madhubani,2025-08-31,1670,2.387423935091278
Bellary,2025-06-30,254,2.3866666666666667
Hazaribagh,2025-12-31,683,2.381188118811881
Churachandpur,2025-11-30,98,2.3793103448275863
Udham Singh Nagar,2025-04-30,544,2.37888198757764
Jamtara,2025-06-30,179,2.3773584905660377
Munger,2025-04-30,611,2.3756906077348066
Jamnagar,2025-12-31,486,2.375
Mirzapur,2025-08-31,1477,2.372146118721461
Gumla,2025-04-30,300,2.3707865168539324
Koppal,2025-08-31,441,2.366412213740458
Ahmed Nagar,2025-04-30,37,2.3636363636363638
Kohima,2025-06-30,37,2.3636363636363638
Karimganj,2025-12-31,356,2.358490566037736
Pithoragarh,2025-06-30,141,2.357142857142857
Gonda,2025-04-30,1279,2.356955380577428
Tumkur,2025-08-31,332,2.3535353535353534
Bankura,2025-04-30,1456,2.3471264367816094
Hazaribag,2025-06-30,87,2.3461538461538463
Lalitpur,2025-08-31,458,2.343065693430657
Saharsa,2025-03-31,967,2.3344827586206898
North And Middle Andaman,2025-11-30,10,2.3333333333333335
Davanagere,2025-12-31,50,2.3333333333333335
Unakoti,2025-04-30,60,2.3333333333333335
Kolasib,2025-12-31,20,2.3333333333333335
West Sikkim,2025-08-31,20,2.3333333333333335
Lower Siang,2025-04-30,10,2.3333333333333335
Bapatla,2025-08-31,110,2.3333333333333335
Imphal West,2025-05-31,1113,2.3323353293413174
Sehore,2025-08-31,336,2.3267326732673266
Amritsar,2025-03-31,266,2.325
Unnao,2025-08-31,2416,2.323246217331499
Central Delhi,2025-04-30,309,2.3225806451612905
Rewari,2025-03-31,289,2.32183908045977
Saran,2025-08-31,1574,2.320675105485232
Kamrup,2025-08-31,209,2.3174603174603177
Malda,2025-10-31,1671,2.3154761904761907
Chatra,2025-06-30,275,2.3132530120481927
Rajgarh,2025-11-30,321,2.3092783505154637
Prayagraj,2025-04-30,182,2.309090909090909
Harda,2025-07-31,76,2.3043478260869565
Garhwa,2025-08-31,287,2.2988505747126435
Raisen,2025-08-31,323,2.295918367346939
North Delhi,2025-12-31,234,2.295774647887324
Seraikela-Kharsawan,2025-10-31,444,2.2888888888888888
Annamayya,2025-11-30,194,2.288135593220339
Kasganj,2025-04-30,503,2.287581699346405
East Garo Hills,2025-04-30,23,2.2857142857142856
Ananthapur,2025-11-30,311,2.2736842105263158
Ramanagar,2025-08-31,340,2.269230769230769
Baramula,2025-04-30,379,2.2672413793103448
Barabanki,2025-06-30,49,2.2666666666666666
Mayiladuthurai,2025-11-30,49,2.2666666666666666
Samastipur,2025-12-31,1045,2.265625
Kolhapur,2025-10-31,1125,2.260869565217391
Raigad,2025-08-31,215,2.257575757575758
Haora,2025-10-31,547,2.255952380952381
Dhamtari,2025-10-31,488,2.2533333333333334
Andamans,2025-03-31,26,2.25
Gadag *,2025-06-30,13,2.25
Jangaon,2025-06-30,13,2.25
Dharmapuri,2025-06-30,324,2.24
Siddipet,2025-08-31,508,2.2356687898089174
Barabanki,2025-08-31,142,2.227272727272727
Tehri Garhwal,2025-06-30,129,2.225
Rajkot,2025-04-30,825,2.22265625
Pilibhit,2025-11-30,1595,2.2222222222222223
Raigad,2025-06-30,261,2.2222222222222223
Jamnagar,2025-06-30,335,2.2211538461538463
Sivaganga,2025-08-31,335,2.2211538461538463
Jammu,2025-04-30,280,2.218390804597701
Kanniyakumari,2025-08-31,376,2.213675213675214
Komaram Bheem,2025-04-30,305,2.210526315789474
Mandya,2025-06-30,330,2.203883495145631
Jalna,2025-11-30,1034,2.2012383900928794
Kupwara,2025-04-30,48,2.2
Ramban,2025-08-31,32,2.2
Mokokchung,2025-06-30,16,2.2
Tamenglong,2025-09-30,16,2.2
East Sikkim,2025-08-31,64,2.2
Ramanathapuram,2025-11-30,390,2.19672131147541
Farrukhabad,2025-08-31,1048,2.1951219512195124
Sant Kabir Nagar,2025-10-31,674,2.1943127962085307
Valsad,2025-06-30,313,2.193877551020408
Boudh,2025-10-31,67,2.1904761904761907
Malappuram,2025-03-31,1498,2.1872340425531913
Sahibganj,2025-03-31,35,2.1818181818181817
Koch Bihar,2025-08-31,827,2.1807692307692306
Shivpuri,2025-03-31,505,2.1761006289308176
Devbhumi Dwarka,2025-12-31,92,2.1724137931034484
Sri Sathya Sai,2025-06-30,130,2.1707317073170733
Dhule,2025-03-31,450,2.1690140845070425
Bagalkot *,2025-06-30,19,2.1666666666666665
Lohardaga,2025-03-31,38,2.1666666666666665
Narsimhapur,2025-06-30,38,2.1666666666666665
Tiruvannamalai,2025-08-31,763,2.152892561983471
Koch Bihar,2025-10-31,1002,2.150943396226415
West Garo Hills,2025-05-31,356,2.150442477876106
Karauli,2025-10-31,252,2.15
Kapurthala,2025-11-30,110,2.142857142857143
Bandipore,2025-12-31,154,2.142857142857143
Papum Pare,2025-06-30,44,2.142857142857143
Jagitial,2025-12-31,182,2.1379310344827585
Buldana,2025-07-31,348,2.135135135135135
Sabarkantha,2025-06-30,235,2.1333333333333333
Bidar,2025-08-31,401,2.1328125
North Dinajpur,2025-10-31,72,2.130434782608696
Kurukshetra,2025-10-31,272,2.1264367816091956
Lohit,2025-12-31,75,2.125
Chengalpattu,2025-07-31,175,2.125
Haridwar,2025-10-31,325,2.125
Namakkal,2025-08-31,500,2.125
Amravati,2025-10-31,493,2.1202531645569622
Rae Bareli,2025-10-31,1128,2.116022099447514
Sangareddy,2025-07-31,299,2.1145833333333335
Sangareddy,2025-05-31,336,2.111111111111111
Nainital,2025-12-31,168,2.111111111111111
Kozhikode,2025-03-31,988,2.106918238993711
Mau,2025-04-30,1027,2.102719033232628
Shimoga,2025-08-31,214,2.101449275362319
East Delhi,2025-03-31,694,2.0982142857142856
Mahoba,2025-10-31,269,2.0919540229885056
Nashik,2025-03-31,1696,2.0892531876138434
West Garo Hills,2025-12-31,139,2.088888888888889
Nandurbar,2025-10-31,219,2.084507042253521
Anantnag,2025-06-30,185,2.0833333333333335
Ratnagiri,2025-10-31,504,2.073170731707317
Narayanpet,2025-04-30,135,2.0681818181818183
Koppal,2025-03-31,270,2.0681818181818183
Davanagere,2025-08-31,46,2.066666666666667
Khowai,2025-04-30,95,2.064516129032258
Malerkotla,2025-06-30,55,2.0555555555555554
Narmadapuram,2025-04-30,61,2.05
Banda,2025-10-31,819,2.0446096654275094
Barabanki,2025-03-31,85,2.0357142857142856
Gadchiroli,2025-03-31,352,2.0344827586206895
Dungarpur,2025-06-30,379,2.032
Jhajjar,2025-06-30,206,2.0294117647058822
Bardhaman,2025-06-30,321,2.0283018867924527
Chatrapati Sambhaji Nagar,2025-05-31,127,2.0238095238095237
Rajkot,2025-06-30,710,2.021276595744681
Shahjahanpur,2025-08-31,1166,2.0207253886010363
Dharmapuri,2025-08-31,347,2.017391304347826
Lohardaga,2025-12-31,175,2.0172413793103448
Hathras,2025-04-30,606,2.014925373134328
Jalaun,2025-10-31,894,2.01010101010101
Udupi,2025-06-30,307,2.0098039215686274
Jehanabad,2025-06-30,662,2.0090909090909093
Belgaum,2025-06-30,685,2.004385964912281
Saitual,2025-09-30,3,2.0
Diu,2025-12-31,6,2.0
Dindigul,2025-08-31,705,2.0
Tuensang,2025-04-30,90,2.0
MALDA,2025-03-31,6,2.0
Tawang,2025-04-30,3,2.0
Narayanpet,2025-12-31,315,2.0
Eastern West Khasi Hills,2025-12-31,3,2.0
Ramban,2025-12-31,63,2.0
Garhwal,2025-09-30,6,2.0
Raigarh(MH),2025-12-31,9,2.0
Raigarh(MH),2025-06-30,3,2.0
Shahdara,2025-03-31,108,2.0
Bhabua,2025-10-31,3,2.0
Jalore,2025-08-31,6,2.0
Jalore,2025-05-31,6,2.0
Lohit,2025-09-30,24,2.0
Sabar Kantha,2025-03-31,3,2.0
South West Khasi Hills,2025-10-31,27,2.0
S.A.S Nagar(Mohali),2025-02-28,33,2.0
Bajali,2025-05-31,12,2.0
Siang,2025-03-31,15,2.0
Pashchim Champaran,2025-07-31,12,2.0
Deeg ,2025-11-30,12,2.0
Jayashankar Bhupalpally,2025-05-31,210,2.0
Pherzawl,2025-05-31,6,2.0
Chatrapati Sambhaji Nagar,2025-11-30,3,2.0
Meluri,2025-10-31,3,2.0
Salem,2025-08-31,1216,1.9950738916256157
Junagadh,2025-12-31,332,1.990990990990991
Kapurthala,2025-12-31,329,1.9909090909090907
Damoh,2025-08-31,326,1.9908256880733943
Kendujhar,2025-03-31,550,1.9891304347826089
Krishnagiri,2025-08-31,511,1.9883040935672516
Chengalpattu,2025-10-31,227,1.986842105263158
West Khasi Hills,2025-12-31,152,1.9803921568627452
Mahesana,2025-04-30,542,1.978021978021978
Purba Medinipur,2025-10-31,1071,1.975
Tiruchirappalli,2025-08-31,847,1.9719298245614034
Imphal East,2025-06-30,490,1.9696969696969697
Birbhum,2025-04-30,1015,1.9678362573099415
Faizabad,2025-04-30,733,1.9676113360323888
Chandauli,2025-04-30,892,1.963455149501661
Sikar,2025-08-31,554,1.962566844919786
Cuddapah,2025-08-31,859,1.9620689655172412
West Champaran,2025-08-31,2261,1.9594240837696337
Surendra Nagar,2025-12-31,509,1.9593023255813953
Thiruvarur,2025-08-31,340,1.9565217391304346
Karimnagar,2025-08-31,1055,1.9551820728291318
Bikaner,2025-06-30,505,1.9532163742690059
Puruliya,2025-08-31,2942,1.9478957915831665
Fatehpur,2025-10-31,1119,1.944736842105263
Warangal Rural,2025-04-30,212,1.9444444444444446
Eluru,2025-07-31,200,1.9411764705882355
Mansa,2025-11-30,147,1.94
Chatra,2025-12-31,288,1.9387755102040818
Barddhaman,2025-06-30,2171,1.9377537212449254
Bengaluru South,2025-08-31,47,1.9375
Khowai,2025-08-31,44,1.9333333333333331
Jammu,2025-06-30,349,1.9327731092436973
Seraikela-Kharsawan,2025-06-30,167,1.9298245614035086
Haridwar,2025-08-31,638,1.926605504587156
Meerut,2025-08-31,1631,1.9177101967799643
East Nimar,2025-06-30,70,1.9166666666666665
Sambalpur,2025-10-31,277,1.9157894736842107
Gautam Buddha Nagar,2025-10-31,675,1.9094827586206895
Champawat,2025-10-31,96,1.9090909090909092
Jaisalmer,2025-06-30,125,1.9069767441860463
The Dangs,2025-04-30,58,1.9
Chickmagalur,2025-08-31,113,1.8974358974358974
Puruliya,2025-06-30,2050,1.8954802259887007
Pratapgarh,2025-08-31,1470,1.893700787401575
Lakshadweep,2025-08-31,26,1.8888888888888888
Champhai,2025-10-31,26,1.8888888888888888
Muzaffarnagar,2025-04-30,1184,1.8878048780487804
